PERMIT_TYPE,PERMIT#,PERMIT_RSN,PROJECT_NAME,LOCATION,EXPIRATION,CONTRACTOR,PHONE#,TOTAL_DAYS
EX,2019-030582 EX,12145040,SBO IDIQ ALPHA - W 46TH ST 400 BLK - STREET REPAIR,4526 AVENUE B,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030880 EX,12145383,SBO IDIQ ALPHA - WALNUT AVE 1400 BLK - STREET REPAIR,1410 WALNUT AVE,4/19/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030566 EX,12145024,SBO IDIQ ALPHA - ARGONNE FOREST TRL 11800 BLK - STREET REPAIR,11800 ARGONNE FOREST TRL,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030755 EX,12145234,SBO IDIQ ALPHA - NORWALK LN 1103 - 19-5356,1103 NORWALK LN,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030616 EX,12145074,SBO IDIQ ALPHA - SLANT OAK DR 8400 BLK - STREET REPAIR,8411 SLANT OAK DR,4/14/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030542 EX,12144995,SBO IDIQ ALPHA - W 51ST ST 1400 - STREET REPAIR,1417 W 51ST ST,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030533 EX,12144986,SBO IDIQ ALPHA - E 16TH ST 2600 BLK - STREET REPAIR,1412 WALNUT AVE,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030503 EX,12144949,SBO IDIQ ALPHA - W 12TH ST 2408 - 18-489667 - Repair Utilities,1200-1213 POSSUM TROT,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-030520 EX,12144972,SBO IDIQ ALPHA - WINDSOR RD 2401 - ASPHALT REPAIR,2401 WINDSOR RD,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-029616 EX,12143864,SBO IDIQ ALPHA - MESA DR 6009 - STREET REPAIR18-481574,6009 MESA DR,4/12/19,"Alpha Paving Industries, LLC",5126779001,28
EX,2019-029615 EX,12143863,SBO IDIQ ALPHA - MOUNT BONNELL RD 3412 - 18-366389,3412 MOUNT BONNELL RD,4/13/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-029468 EX,12143691,SBO IDIQ ALPHA - FIRSTVIEW DR 4100 BLK - ASPHALT REPAIR ,4106 FIRSTVIEW DR,4/12/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-029613 EX,12143861,SBO IDIQ ALPHA - W 29TH ST 1303 - 18-337217,1303 W 29TH ST,4/12/19,"Alpha Paving Industries, LLC",5126779001,31
EX,2019-029732 EX,12144032,SBO IDIQ ALPHA - HARRIS BLVD -  STREET REPAIR 18-484830,2700-2717 HARRIS BLVD,4/12/19,"Alpha Paving Industries, LLC",5126779001,28
EX,2018-202665 EX,12093664,SBO IDIQ ALPHA - MORAVIAN CV 8003 - 18-201106,8003 MORAVIAN CV,4/10/19,"Alpha Paving Industries, LLC",5126779001,90
EX,2019-045158 EX,12162127,BC - Arnold Dr 6501 - Water install/CO install/Meter install,6501 ARNOLD DR,4/17/19,"Benitez Contractors, LLC",5129099360,2
EX,2019-010087 EX,12120867,AEU - Burnet Road 11301 - ELECTRICAL POLE REPLACEMENT,11301 BURNET RD,4/30/19,A/E,512,36
EX,2019-046066 EX,12163177,LJA / SLP -  W 5th ST 400 BLK - Alley Work to Replace Fiber Optic Pedestal,400-419 COLORADO ST,4/24/19,SLP Cable LLC,5123013100,14
EX,2019-037618 EX,12153218,TWC/SLP - E 5TH ST 300 BLK ALLEY - BOLLARD INSTALL,300-326 E 5TH ST,5/11/19,SLP Cable LLC,5123013100,30
EX,2018-100832 EX,11962372,CH / SLP - WILLIAM CANNON DR E 4707-4815 - MAINTENANCE AND REPAIR,4707-4815 E WILLIAM CANNON DR,5/31/19,SLP Cable LLC,5123013100,62
EX,2018-011332 EX,11858263,DGC - 6th St 2010 E off-site wet utilities to SP-2016-0545C,1900-2132 E 6TH ST,4/22/19,"D. Guerra Construction, LLC",5125630920,37
EX,2019-034639 EX,12149819,PRUNEDA CONSTRUCTION - CRAIGWOOD DR 4900 BLK - W/WW INSTALL,4900-4925 CRAIGWOOD DR,4/25/19,Pruneda Construction,5127381260,31
EX,2019-053777 EX,12172526,Bubalus - Kuhlman Ave 2906 - Abandon / Install new water service,2906 KUHLMAN AVE,4/15/19,Bubalus Construction,5122976059,4
EX,2019-053838 EX,12172588,Bubalus - Tower dr 2005 - Abandoning/Install New  Water Service,2005 TOWER DR,4/15/19,Bubalus Construction,5122976059,5
EX,2017-122932 EX,11798788,Bubalus - Woodrow Ave 4811 off-site wet utilities to SP-2015-0388C,1200-1313 W 49TH ST,4/8/19,Bubalus Construction,5122976059,309
EX,2019-055059 EX,12174051,WATERTECH - RIO GRANDE ST 1304 - ABANDON/INSTALL NEW WATER SERVICE & FIRELINE CONNECTION,1304 RIO GRANDE ST,4/20/19,Watertech Construction,5127487859,8
EX,2019-055455 EX,12174493,WATERTECH - W 13TH HALF ST 700 BLK - ABANDON/INSTALL NEW WASTE WATER SERVICE C/O,700-717 W 13TH HALF ST,4/20/19,Watertech Construction,5127487859,8
EX,2019-055375 EX,12174412,WATERTECH - WILLOWRUN DR 3400 BLK - INSTALL NEW WATER SERVICE AND FIRE HYDRANT,3459-3480 WILLOWRUN DR,4/25/19,Watertech Construction,5127487859,7
EX,2019-045534 EX,12162566,WATERTECH - E 5TH ST 2200 Blk - WW/CO INSTALL ,2200-2222 E 5TH ST,4/5/19,Watertech Construction,5127487859,3
EX,2019-046258 EX,12163411,WATERTECH CONSTRUCTION - Redd St 1606 - W INSTALL/ABANDONMENT ,1606 REDD ST,4/10/19,Watertech Construction,5127487859,6
EX,2019-046257 EX,12163410,WATERTECH - MATAMOROS ST 421 BLK - WATER INSTALL,421-434 MATAMOROS ST,4/5/19,Watertech Construction,5127487859,3
EX,2019-044494 EX,12161323,LV3/ADB - MUELLER BLVD 4701 BLK - CONDUIT INSTALL,4701-4725 MUELLER BLVD,4/19/19,"ADB Companies, Inc",3144265200,9
EX,2019-044493 EX,12161322,LV3/ADB - PHILOMENA ST 1500 BLK - CONDUIT INSTALL,1500-1813 PHILOMENA ST,4/19/19,"ADB Companies, Inc",3144265200,9
EX,2019-044575 EX,12161405,LV3/ADP - MOUNTAIN RIDGE DR 9015 - CONDUIT INSTALL,9015 MOUNTAIN RIDGE DR,4/26/19,"ADB Companies, Inc",3144265200,16
EX,2019-040369 EX,12156553,AEU - E OLTORF ST 2000 - POLE REPLACEMENT,2000-2216 E OLTORF ST,7/21/19,AE,5125057615,10
EX,2019-039542 EX,12155546,AEU - CUMBERLAND RD 600 BLK - POLE REPLACEMENT,600-613 CUMBERLAND RD,4/25/19,AE,5125057615,10
EX,2019-035659 EX,12150992,UWS - FORT BRANCH BLVD 1317 - install clean out,1317 FORT BRANCH BLVD,4/5/19,UNDERGROUND WATER SOLUTIONS CO.,5122789333,7
EX,2019-035648 EX,12150973,UWS - DELANO ST 1300 blk - ABD AND INSTALL NEW WTR SVC,1312-1405 DELANO ST,4/5/19,UNDERGROUND WATER SOLUTIONS CO.,5122789333,7
EX,2019-031897 EX,12146519,UWS - PATRICE DR 9805 - install new wtr svc and meter,9805 PATRICE DR,4/16/19,UNDERGROUND WATER SOLUTIONS CO.,5122789333,7
EX,2018-207118 EX,12099002,UWS - SAN JACINTO BLVD 100 - Downtown Marriott Bore Pit,100 SAN JACINTO BLVD,4/20/19,UNDERGROUND WATER SOLUTIONS CO.,5122789333,107
EX,2018-113728 EX,11977522,UWS - AVENUE B 4000-4021 (AVE C ALLEY) - abd ww svc and install new svc,4000-4021 AVENUE B,4/17/19,UNDERGROUND WATER SOLUTIONS CO.,5122789333,12
EX,2019-048899 EX,12166666,LFN/BCC - S 1ST ST 3800 BLK - CONDUIT INSTALL,3800-3809 S 1ST ST,4/26/19,B Comm Constructors LLC,2102570102,18
EX,2019-051687 EX,12170101,ROBINSON/GOOGLE - NATIONAL PARK BLVD 1800 BLK - NEW FIBER VAULT INSTALL,1800-1829 NATIONAL PARK BLVD,5/8/19,"B. Robinson, Inc",5123377148,30
EX,2019-053287 EX,12171933,GFT / B Robinson - BRADSHAW RD 10142-10153 - Install Fiber,10142-10153 BRADSHAW RD,5/10/19,"B. Robinson, Inc",5123377148,30
EX,2019-045260 EX,12162242,B. ROBINSON - E FM 1626 200-400 BLK - ANCHOR INSTALL,216-404 E FM 1626 RD,4/26/19,"B. Robinson, Inc",5123377148,31
EX,2019-045241 EX,12162223,B. ROBINSON - 10100 OLD SAN ANTONIO RD - POLE ANCHOR INSTALL,10100-11125 OLD SAN ANTONIO RD,4/26/19,"B. Robinson, Inc",5123377148,31
EX,2019-044830 EX,12161713,GFT / BRI - ZACHARY SCOTT ST 5400 BLK - VAULT INSTALL,5400-5405 ZACHARY SCOTT ST,5/27/19,"B. Robinson, Inc",5123377148,61
EX,2019-041887 EX,12158291,GFT / B Robinson - DINAH DR 10700-10710 - Install Vault and Conduit,10700-10710 DINAH DR,4/18/19,"B. Robinson, Inc",5123377148,30
EX,2019-037776 EX,12153414,"Kencon - E YAGER LN 1414-1505 - Creating Turn Lane ""IDEA Yager Academy"" ",1414-1505 E YAGER LN,4/25/19,"Kencon Constructors/Construction Managers, Ltd.",2105907909,23
EX,2018-152661 EX,12021050,CLS - Enfield 2300 - w /ww taps,2300 ENFIELD RD,4/13/19,"CLS Utilities, Inc",5122944375,25
EX,2019-056322 EX,12175504,BC - E 3RD ST 1116 - new wtr svc tap and install c/o,1116 E 3RD ST,4/19/19,Bella Construction,5128381122,3
EX,2019-013075 EX,12124396,BC - PEARL ST 1600 BLK - INSTALL NEW WASTEWATER LINE,1615 PEARL ST,4/30/19,Bella Construction,5128381122,17
EX,2019-019033 EX,12131403,CCI - SABINE ST 1100 blk - waste water line install,1100-1115 SABINE ST,4/26/19,"Central Contractors, Inc.",2104959909,22
EX,2019-041953 EX,12158362,HTD - S Congress 1200 BLK - Construction Entrance,1221 S CONGRESS AVE,7/19/19,"Heart of Texas Demoliton, LLC",5126806673,120
EX,2019-042408 EX,12158887,WPD - Shelby Ln 726 - Sediment Abatement ,700-912 SHELBY LN,4/23/19,Watershed Protection Department,5129742534,29
EX,2019-039724 EX,12155763,WPD  - W SLAUGHTER LANE 2700 BLK - REPAIR,2701-2715 W SLAUGHTER LN,4/18/19,Watershed Protection Department,5129742534,31
EX,2019-035532 EX,12150807,AWPD - MORRIS RD 13400 BLK - STORM DRAIN PIPE INSTALL,13300-13339 MORRIS RD,5/31/19,Watershed Protection Department,5129742534,81
EX,2019-031426 EX,12145986,AUSTIN WATERSHED - E 12TH 3400 BLK - MAN HOLE REPLACEMENT,3400-3419 E 12TH ST,5/6/19,Watershed Protection Department,5129742534,61
EX,2019-053686 EX,12172393,SCOPE - Garden St. 1913 -  NEW WATER SERVICE AND ABANDONMENT,1913 GARDEN ST,4/12/19,"Scope Construction, LLC",5129175088,2
EX,2019-048602 EX,12166293,SCOPE - W monroe St.309 - NEW W SVC AND ABANDONMENT,309 W MONROE ST,4/5/19,"Scope Construction, LLC",5129175088,4
EX,2019-050182 EX,12168226,SCOPE - Haskell St. 1701 - NEW W/WW SVC AND ABANDONMENT,1701 HASKELL ST,4/16/19,"Scope Construction, LLC",5129175088,6
EX,2019-050175 EX,12168219,"SCOPE - Riverview St.  2000 - NEW W SVC,CO AND ABANDONMENT",2000 RIVERVIEW ST,4/9/19,"Scope Construction, LLC",5129175088,6
EX,2019-050143 EX,12168180,SCOPE - Rabb Glen St. 2006 - NEW W SVC AND ABANDONMENT,2006 RABB GLEN ST,4/9/19,"Scope Construction, LLC",5129175088,6
EX,2019-048613 EX,12166304,"SCOPE - Francisco St 2707 - NEW W SVC, CLEANOUT AND ABANDONMENT",2500-2721 FRANCISCO ST,4/5/19,"Scope Construction, LLC",5129175088,4
EX,2019-048623 EX,12166314,"SCOPE - E 38th St.309 - NEW W/WW SVC, NEW CO",309 E 38TH ST,4/5/19,"Scope Construction, LLC",5129175088,4
EX,2019-047030 EX,12164369,Scope Construction - S 4th St 3005 - W install/Abandonment,3005 S 4TH ST,4/5/19,"Scope Construction, LLC",5129175088,8
EX,2019-056201 EX,12175369,GFT / CORBEL - Manor Rd 2015 - Conduit Install,2015 MANOR RD,5/15/19,"Corbel Communications Industries, LLC",9172178578,30
EX,2019-055857 EX,12174971,GFT / CORBEL - GUNTER ST 1100 BLK - MICROTRENCHING PKG 1600,1132-1133 GUNTER ST,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-054060 EX,12172855,GFT/CORBEL - FIESTA STREET 900-1000 BLK - FIBER INSTALL  MICROTRENCH PKG 1540,900-1014 FIESTA ST,5/24/19,"Corbel Communications Industries, LLC",9172178578,32
EX,2019-054059 EX,12172854,GFT/CORBEL - CHERICO STREET 900-1100 BLK - FIBER INSTALL  MICROTRENCH PKG 1540,900-1105 CHERICO ST,5/24/19,"Corbel Communications Industries, LLC",9172178578,32
EX,2019-054058 EX,12172853,GFT/CORBEL - BRASS STREET 900-1100 BLK -  FIBER INSTALL MICROTRENCH PKG 1540,1100-1117 BRASS ST,5/24/19,"Corbel Communications Industries, LLC",9172178578,32
EX,2019-053226 EX,12171864,GFT / CORBEL - HARVEY ST 1800 BLK - MICROTRENCH PKG 1600,1100-1189 HARVEY ST,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-053263 EX,12171905,GFT / CORBEL - TILLERY ST 1100 BLK - MICROTRENCH PKG 1600,1132-1134 TILLERY ST,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-053249 EX,12171887,GFT / CORBEL - SOL WILSON AVE 2700 BLK - MICROTRENCH PKG 1600,2706-2713 SOL WILSON AVE,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-053248 EX,12171886,GFT / CORBEL - RIDGEWAY DR 1100 BLK - MICROTRENCH PKG 1600,1158-1169 RIDGEWAY DR,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-053245 EX,12171883,GFT / CORBEL - OAK GROVE AVE 1100 BLK - MICROTRENCH PKG 1600,1170-1189 OAK GROVE AVE,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-053244 EX,12171882,GFT / CORBEL - KAY ST 3500 BLK - MICROTRENCH PKG 1600,3500-3509 KAY ST,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-053243 EX,12171881,GFT / CORBEL - GOODWIN AVE 3200 BLK - MICROTRENCH PKG 1600,3200-3512 GOODWIN AVE,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-053242 EX,12171880,GFT / CORBEL - CREST AVE 2700 BLK - MICROTRENCH PKG 1600,2700-2817 CREST AVE,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-053241 EX,12171879,GFT / CORBEL - BENGSTON ST 3200 BLK - MICROTRENCH PKG 1600,3200-3417 BENGSTON ST,6/15/19,"Corbel Communications Industries, LLC",9172178578,61
EX,2019-044855 EX,12161755,GRA / CORBEL - RIO GRANDE ST 400 BLK - INSTALL FIBER,400-415 RIO GRANDE ST,4/26/19,"Corbel Communications Industries, LLC",9172178578,31
EX,2019-042529 EX,12159026,GFT / CORBEL - W 4th St Alley 300 BLK - CONDUIT INSTALL,300-317 W 4TH ST,5/19/19,"Corbel Communications Industries, LLC",9172178578,28
EX,2019-039303 EX,12155276,ExteNet/Corbel - RED RIVER  1500  - FIBER INSTALL AU1022BA_71LAB,1500-1725 RED RIVER ST,5/20/19,"Corbel Communications Industries, LLC",9172178578,38
EX,2019-042618 EX,12159115,GFT/ CORBEL - GUADALUPE ST 400 BLK - MAN HOLE VAULT,400-426 GUADALUPE ST,5/1/19,"Corbel Communications Industries, LLC",9172178578,30
EX,2019-039386 EX,12155379,ExteNet/Corbel - E 15TH STREET 600 - FIBER INSTALL  AU1022BA_71LAB,600-721 E 15TH ST,5/20/19,"Corbel Communications Industries, LLC",9172178578,38
EX,2019-034572 EX,12149750,GFT - COLORADO 400 blk  @  NEW SMALL CELL INSTALL,400-419 COLORADO ST,5/1/19,"Corbel Communications Industries, LLC",9172178578,23
EX,2018-091001 EX,11950986,GRA / CORBEL - W 4TH STREET 600 blk - install fiber,605 W 4TH ST,4/26/19,"Corbel Communications Industries, LLC",9172178578,51
EX,2019-023831 EX,12137099,GFT/CCI - LITTLE TEXAS LN 100 BLK - MICROTRENCH RESTORATION,100-1115 LITTLE TEXAS LN,4/26/19,"Corbel Communications Industries, LLC",9172178578,27
EX,2019-023449 EX,12136637,GCE - LITTLE TEXAS LN 100-1115 - CONSTRUCTION ENTRANCE,100-1115 LITTLE TEXAS LN,8/13/19,"G & C Excavators, Inc",5126106646,181
EX,2019-004813 EX,12114701,G & C EXCAVATORS -North Lake Creek Parkway 9821 - Lakeline AA - Construction Entrances,9800-9820 NORTH LAKE CREEK PKWY,1/14/20,"G & C Excavators, Inc",5126106646,365
EX,2019-041674 EX,12158061,TRG - Ainez Dr 5600 Blk - Potholing/Onion Creek RWL ,5600-5801 AINEZ DR,5/17/19,"The Rios Group, Inc.",8176894392,11
EX,2019-041547 EX,12157908,TRG - Wild Onion Dr 7704 - Onion Creek RWL/Potholing,7704 WILD ONION DR,5/17/19,"The Rios Group, Inc.",8176894392,11
EX,2019-041650 EX,12158036,TRG - Ladybug St 7500 BLK - Potholing/Onion Creek RWL ,7500-7616 LADYBUG ST,5/17/19,"The Rios Group, Inc.",8176894392,11
EX,2017-090169 EX,11760342,CRC - Del Monte Rd 6300-6508 183 South Project - W & WW  Line Installation,6300-6329 DEL MONTE RD,5/24/19,Colorado River Constructors (an Unincorporated JV),7372266425,399
EX,2019-047645 EX,12165140,Liberty Civil Construction - 10405 Dessau Rd. -Pioneer Hills 4,10100-10204 DESSAU RD,4/15/19,Liberty Civil Construction LLC,2106551922,14
EX,2019-048023 EX,12165638,LIberty CIvil Construction - 1400 E Applegate 1400  - new water svc and tie in,1400-1413 E APPLEGATE DR,4/15/19,Liberty Civil Construction LLC,2106551922,14
EX,2019-001051 EX,12110783,LCC - DESSAU RD 10100-10200 BLK - INSTALL WATER LINE,10101-10213 DESSAU RD,4/15/19,Liberty Civil Construction LLC,2106551922,14
EX,2019-044375 EX,12161189,HVJ - Shoal Creek Blvd 5600 blk - INVERTIGATIONAL BORING COA N Rosedale,5613-5646 SHOAL CREEK BLVD,4/15/19,"HVJ South Central Texas - M & J, Inc.",5124479081,4
EX,2019-044409 EX,12161237,HVJ - Shoalmont 2400 - INVESTIGATIONAL BORINGS COA N Rosedale,2400 SHOALMONT DR,4/15/19,"HVJ South Central Texas - M & J, Inc.",5124479081,4
EX,2019-044394 EX,12161208,HVJ - Shady Oak Ct 5602 - INVESTIGATIONAL BORINGS  COA N Rosedale,5602 SHADY OAK CT,4/15/19,"HVJ South Central Texas - M & J, Inc.",5124479081,4
EX,2019-044362 EX,12161175,HVJ - Northland Dr 2603 - INVESTIGATIONAL BORING COA N Rosedale,2603 NORTHLAND DR,4/16/19,"HVJ South Central Texas - M & J, Inc.",5124479081,4
EX,2019-044344 EX,12161157,HVJ - Nasco Dr 5805 - INVESTIAGTIONAL BORING COA N Rosedale,5805 NASCO DR,4/16/19,"HVJ South Central Texas - M & J, Inc.",5124479081,4
EX,2019-009145 EX,12119777,JMR - Waterston Ave 1818 - W LINE,1818 WATERSTON AVE,4/11/19,JMR SERVICES,5129643140,7
EX,2019-011499 EX,12122643,ATT- KRAMER LANE 834 - FIBER INSTALL A01DZ9P,834 KRAMER LN,4/30/19,"G.W. Bechtol Builder, LLC",5128012253,60
EX,2018-139539 EX,12007479,LANE COMMERCIAL - W 22 ND STREET 911 - W/WW INSTALL,911 W 22ND ST,4/15/19,LANE COMMERCIAL,5129880082,29
EX,2018-016488 EX,11864435,Lane - 22nd St 911 W install electric duct bank to SP-2016-0044CT.F2.SH,911 W 22ND ST,4/30/19,LANE COMMERCIAL,5129880082,29
EX,2019-038042 EX,12153785,WPM - Montopolis Drive 1200 BLK - Abandon existing W/WW - W/WW Utility Improvements,1200 MONTOPOLIS DR,4/27/19,"WPM CONSTRUCTION SERVICES, INC",8102412955,31
EX,2019-035445 EX,12150718,MCI / QTS - SAN ANTONIO 2100 blk - Conduit Install,2100-2119 SAN ANTONIO ST,4/18/19,"QUANTA TELECOMMUNICATION SERVICES, LLC",8326340217,31
EX,2019-035976 EX,12151362,MCI / QTS - W 21st St 400 blk - 1710AHZL.16,400-417 W 21ST ST,4/18/19,"QUANTA TELECOMMUNICATION SERVICES, LLC",8326340217,31
EX,2018-154077 EX,12022693,MCI - 074618-Corazon - UCC-180419-07-02,1000-1027 E 6TH ST,4/22/19,"QUANTA TELECOMMUNICATION SERVICES, LLC",8326340217,30
EX,2019-051679 EX,12170093,"UGU Construction, Llc -  Webberville Rd 1148 -  install new WW CLEANOUT",1148 WEBBERVILLE RD,4/22/19,UGU Construction LLC,5128446077,10
EX,2019-039640 EX,12155673,UGU - Marcus Pl 1404 - W Tie in,1404 MARCUS PL,4/8/19,UGU Construction LLC,5128446077,10
EX,2019-008536 EX,12119052,BR&S / CE Contracting - WALLER STREET 90-99 BLK - NEW W SVC,90-99 WALLER ST,4/4/19,Beck-Reit And Sons Ltd,5124728833,14
EX,2019-048915 EX,12166682,Aqua Clear - Lott Ave 1126 -  Electrical Installation,1126 LOTT AVE,4/18/19,Aqua Clear Septic Solutions,5129838437,7
EX,2019-035653 EX,12150982,PGC- Lamar Blvd 5800 Blk- valve replacement,5700-5711 N LAMAR BLVD,4/30/19,"PGC General Contractors, LLC",5123891005,46
EX,2018-185564 EX,12073510,PGC - DESSAU RD 12300-12500 blk - Force Main Repair,12317-12435 DESSAU RD,4/8/19,"PGC General Contractors, LLC",5123891005,25
EX,2018-059775 EX,11914311,PGC - W Martin Luther King Jr Blvd 500 blk - AC Autograph,500-511 W MARTIN LUTHER KING JR BLVD,4/15/19,"PGC General Contractors, LLC",5123891005,66
EX,2019-050998 EX,12169216,B&D Contractors - Guadalupe St 400 BLK - Repaving Alley for Gables Republic Square,401 GUADALUPE ST,4/18/19,"B&D Contractors, Inc",7136908933,3
EX,2019-031995 EX,12146622,ATT / FSG - Red River 500 Blk - AT&T Small Cell,500-517 RED RIVER ST,5/22/19,"Facility Solutions Group, Inc",8886714080,30
EX,2019-028877 EX,12142982,ATT/FSG - Colorado St 200 BLK - AT&T Small Cell CONDUIT INSTALL,200-209 COLORADO ST,5/15/19,"Facility Solutions Group, Inc",8886714080,29
EX,2019-028261 EX,12142226,ATT/FSG Telecom - Brazos St 200 blk - AT&T Small Cell NEW ELECTRIC INSTALL,200-217 BRAZOS ST,5/15/19,"Facility Solutions Group, Inc",8886714080,29
EX,2019-028878 EX,12142983,ATT/FSG - Brazos St  700 blk - AT&T Small Cell NEW INSTALL,700-720 BRAZOS ST,5/15/19,"Facility Solutions Group, Inc",8886714080,29
EX,2019-028875 EX,12142980,ATT / FSG - E 5th St 600 blk - AT&T Small Cell NEW INSTALL,600-617 E 5TH ST,5/22/19,"Facility Solutions Group, Inc",8886714080,30
EX,2019-035526 EX,12150799,G&R - W James St 915 - Water Tie In/Abandonment/Water Meter install,915 W JAMES ST,4/8/19,"G&R Lone Star Plumbing, LLC",5125845521,7
EX,2019-029241 EX,12143427,LANTZ PLUMBING  - Airport Commerce 1311 - NEW W/WW  SVC INSTALL,1311 AIRPORT COMMERCE DR,5/19/19,Lantz Plumbing LLC,5122607881,59
EX,2019-056211 EX,12175379,1st Houston - Ross Rd 5412-5520 - concrete installation  AU90XS327D,5412-5520 ROSS RD,5/5/19,1st Houston Tower Inc,2107226496,23
EX,2019-045379 EX,12162381,SCP - MOBILITIE/1ST HOUSTON TOWER - Maude St 800 BLK - INSTALL POLE,808-821 MAUDE ST,5/26/19,1st Houston Tower Inc,2107226496,61
EX,2019-029248 EX,12143438,1st Houston - Penny Lane 2405 -  NEW POWER POLE AND SMALL CELL EQ INSTALL  AU90XS250F,2400-2715 PENNY LN,5/5/19,1st Houston Tower Inc,2107226496,29
EX,2019-015767 EX,12127540,SMALL CELL - SPRINT/1st Houston Tower - CONGRESS AVE 200-229 - INSTALL PULLBOX/CONDUIT,200-229 CONGRESS AVE,4/21/19,1st Houston Tower Inc,2107226496,20
EX,2019-019517 EX,12131933,MCRT - Esperanza Xing 2400blk - construction entrance,2400-2525 ESPERANZA XING,11/20/20,"MCRT Gulf Coast Southwest Construction, LLC",2149228505,641
EX,2019-021263 EX,12133972,MCRT - Kramer  2600blk -  SIDEWALK CUT,2624-2647 KRAMER LN,12/18/19,"MCRT Gulf Coast Southwest Construction, LLC",2149228505,303
EX,2019-035876 EX,12151251,CLASSIC - PANNIER LN 1700 - INSTALL SEWER TAP,1700-1917 PANNIER LN,4/8/19,Classic Plumbing,5126631244,31
EX,2019-047681 EX,12165176,GUERRILLA - W 5th Street 600 blk - CONDUIT INSTALL ,500-548 W 5TH ST,4/19/19,Guerrilla Construction Communications LLC,4146284996,4
EX,2019-045546 EX,12162578,GUERRILLA  - RED RIVER ST 600 BLK - Conduit Install,600-617 RED RIVER ST,4/19/19,Guerrilla Construction Communications LLC,4146284996,4
EX,2019-045621 EX,12162669,GUERRILLA - NUECES UNIT 417 - conduit install,400-420 NUECES ST,4/19/19,Guerrilla Construction Communications LLC,4146284996,4
EX,2019-044124 EX,12160922,TRT - EBERT AVE 1100 BLK - water service tie in,1101-1157 EBERT AVE,4/10/19,"Tilt Rock of Texas, Inc",5122963971,8
DS,2015-074849 DS,11373832,6308 LAIRD DR,6308 LAIRD DR,4/30/19,"Vice Brothers Construction, Inc.",5129177919,18
DS,2018-116482 DS,11980875,RAM - 6137 SEVILLE DR - Install Sidewalk,6137 SEVILLE DR,4/30/19,"Ram Foundations, Inc.",5122846049,29
DS,2018-021381 DS,11870123,RAM - 6004 FLORENCIA LN - Install Sidewalk,6004 FLORENCIA LN,6/18/19,"Ram Foundations, Inc.",5122846049,78
DS,2018-075032 DS,11932252,5909 FLORENCIA LN,5909 FLORENCIA LN,7/10/19,"Ram Foundations, Inc.",5122846049,96
DS,2018-199433 DS,12089815,DSC - HEIDHORN DR 13924,13924 HEIDHORN DR,5/20/19,"BIG TEX FOUNDATION, LLC",5125240383,98
DS,2018-199471 DS,12089865,BIG TEX - 13904 HEYWOOD DR,13904 HEYWOOD DR,5/20/19,"BIG TEX FOUNDATION, LLC",5125240383,98
DS,2018-199664 DS,12090084,BIG TEX - 13908 HEYWOOD DR,13908 HEYWOOD DR,5/20/19,"BIG TEX FOUNDATION, LLC",5125240383,98
DS,2018-197475 DS,12087471,DSC - HEIDHORN DR 13921,13921 HEIDHORN DR,5/20/19,"BIG TEX FOUNDATION, LLC",5125240383,98
DS,2018-199665 DS,12090090,BIG TEX - 13912 HEYWOOD DR,13912 HEYWOOD DR,5/20/19,"BIG TEX FOUNDATION, LLC",5125240383,98
DS,2018-014469 DS,11861985,CTT - E 5TH ST 1011 - DRIVEWAY INSTALLATION,1011 E 5TH ST,7/7/19,Central Texas Tiltwall,5122510992,104
DS,2019-008762 DS,12119328,RANGEL - DEFENDER TRL 11009 - DRIVEWAY INSTALLATION,11009 DEFENDER TRL,7/15/19,"Rangel Concrete Co.LTD,",5122800995,104
DS,2019-009361 DS,12120064,RANGEL - DEFENDER TRL 11013 - DRIVEWAY INSTALLATION,11013 DEFENDER TRL,7/16/19,"Rangel Concrete Co.LTD,",5122800995,105
DS,2018-070334 DS,11926797,5913 FLORENCIA LN,5913 FLORENCIA LN,7/22/19,"Ram Foundations, Inc.",5122846049,108
